"親代1圖鑑編號","親代1繁中","親代1英文","親代1內部名稱","親代1性別","親代2圖鑑編號","親代2繁中","親代2英文","親代2內部名稱","親代2性別","子代圖鑑編號","子代繁中","子代英文","子代內部名稱","性別限定"
"157","淨世鹿","Celesdir","WhiteDeer","任一","78","幽巫狐","Wixen Noct","FoxMage_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"157","淨世鹿","Celesdir","WhiteDeer","任一","66","薇莉塔","Vaelet","VioletFairy","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","93","邪麒麟","Pyrin Noct","FireKirin_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","18","閃丸王","Penking Lux","CaptainPenguin_Black","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"199","混沌騎士","Necromus","BlackCentaur","任一","9","極道蛙","Croajiro Noct","KendoFrog_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"122","清雀","Suzaku Aqua","Suzaku_Water","任一","148","碧艾莉","Nitemary Botan","GhostRabbit_Grass","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"122","清雀","Suzaku Aqua","Suzaku_Water","任一","124","翠羽龍","Quivern Botan","SkyDragon_Grass","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","163","金渦蝸","Snock Lux","ElecSnail_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","78","幽巫狐","Wixen Noct","FoxMage_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"189","異構格里芬","Shadowbeak","BlackGriffon","任一","141","蠱刺妖","Prixter","ScorpionMan","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"188","荷魯斯","Faleris","Horus","任一","85","浪刃武士","Bushi","Ronin","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"188","荷魯斯","Faleris","Horus","任一","107","碎岩龜","Digtoise","DrillGame","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"188","荷魯斯","Faleris","Horus","任一","168","嚇絲妮","Bakemi","OniGhostGirl","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"90","莉芳","Leafan","PandaGirl","任一","99","金鎧蠍","Menasting Terra","DarkScorpion_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"90","莉芳","Leafan","PandaGirl","任一","113","格魯力斯","Warsect Terra","HerculesBeetle_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"90","莉芳","Leafan","PandaGirl","任一","116","絹笠蛾","Sibelyx Primo","WhiteMoth_Neutral","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","63","水靈龍","Elphidran Aqua","FairyDragon_Water","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","72","香草豹冰","Polapup","IceSeal","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"196","傑諾多蘭","Xenolord","DarkMechaDragon","任一","64","烽歌龍","Vanwyrm","BirdDragon","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"145","傑諾貝達","Xenovader","DarkAlien","任一","186","黑月女王","Lyleen Noct","LilyQueen_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"146","傑諾路達","Xenogard","WhiteAlienDragon","任一","87","雪猛獁","Mammorest Cryst","GrassMammoth_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"146","傑諾路達","Xenogard","WhiteAlienDragon","任一","129","熔岩獸","Reptyro","VolcanicMonster","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"146","傑諾路達","Xenogard","WhiteAlienDragon","任一","104","燧火鳥","Ragnahawk","RedArmorBird","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"200","喚冬獸","Frostallion","IceHorse","任一","92","天陰童子","Dazzi Noct","RaijinDaughter_Water","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"200","喚冬獸","Frostallion","IceHorse","任一","162","喵璐璐","Valentail","LongCat","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"200","喚冬獸","Frostallion","IceHorse","任一","84","雷冠龍","Dinossom Lux","FlowerDinosaur_Electric","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"162","喵璐璐","Valentail","LongCat","任一","171","獄熙龍","Eidrolon Ignis","GhostDragon_Fire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"87","森猛獁","Mammorest","GrassMammoth","任一","97","炙燈魚","Ghangler Ignis","GhostAnglerfish_Fire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"137","焰煌","Blazamut","KingBahamut","任一","63","水靈龍","Elphidran Aqua","FairyDragon_Water","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"137","焰煌","Blazamut","KingBahamut","任一","64","烽歌龍","Vanwyrm","BirdDragon","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"137","焰煌","Blazamut","KingBahamut","任一","48","夢沫姬","Gloopie Primo","OctopusGirl_Neutral","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"177","盜影鴉","Roujay","ThiefBird","任一","21","冰帝美露帕","Kingpaca Cryst","KingAlpaca_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"177","盜影鴉","Roujay","ThiefBird","任一","118","菇咚","Shroomer","MushroomDragon","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"177","盜影鴉","Roujay","ThiefBird","任一","141","蠱刺妖","Prixter","ScorpionMan","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"115","紫狐嬌","Majex","DarkFlameFox","任一","110","梁葉龍","Braloha","Plesiosaur","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"115","紫狐嬌","Majex","DarkFlameFox","任一","104","燧火鳥","Ragnahawk","RedArmorBird","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"118","菇咚","Shroomer","MushroomDragon","任一","54","凌角馬","Univolt Cryst","Kirin_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"118","菇波","Shroomer Noct","MushroomDragon_Dark","任一","129","寒霜獸","Reptyro Cryst","VolcanicMonster_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"118","菇波","Shroomer Noct","MushroomDragon_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"83","雲海鹿","Fenglope","FengyunDeeper","任一","137","歿殃","Blazamut Ryu","KingBahamut_Dragon","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"161","馭雷馬","Azurmane","BlueThunderHorse","任一","63","水靈龍","Elphidran Aqua","FairyDragon_Water","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"161","馭雷馬","Azurmane","BlueThunderHorse","任一","109","梆梆鯰","Dumud Gild","LazyCatfish_Gold","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"161","馭雷馬","Azurmane","BlueThunderHorse","任一","48","夢沫姬","Gloopie Primo","OctopusGirl_Neutral","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"140","塞赫麥特","Sekhmet","Sekhmet","任一","120","縛乃伊","Gildra","MummyPal","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"203","奧滄鯨","Panthalus","KingWhale","任一","39","可可棉花糖","Woolipop Terra","SweetsSheep_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"203","奧滄鯨","Panthalus","KingWhale","任一","81","密林陶洛斯","Elgrove","GrassMinotaur","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"203","奧滄鯨","Panthalus","KingWhale","任一","79","闇巫貓","Katress","CatMage","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"9","極道蛙","Croajiro Noct","KendoFrog_Dark","任一","142","淨岩龜","Tetroise Primo","CubeTurtle_Neutral","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"128","煉刃魚","Skutlass Ignis","SwordCutlassfish_Fire","任一","188","伊西斯","Faleris Aqua","Horus_Water","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"128","煉刃魚","Skutlass Ignis","SwordCutlassfish_Fire","任一","132","金棘獸","Cryolinx Terra","WhiteTiger_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"128","煉刃魚","Skutlass Ignis","SwordCutlassfish_Fire","任一","131","寒峰獸","Pierdon Cryst","RockBeast_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"198","聖光騎士","Paladius","SaintCentaur","任一","74","石掌猿","Gorirat Terra","Gorilla_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"198","聖光騎士","Paladius","SaintCentaur","任一","93","邪麒麟","Pyrin Noct","FireKirin_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"198","聖光騎士","Paladius","SaintCentaur","任一","9","極道蛙","Croajiro Noct","KendoFrog_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"165","詹兔曼","Lapiron","BrownRabbit","任一","105","川霜龍","Moldron Cryst","VolcanoDragon_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"165","詹兔曼","Lapiron","BrownRabbit","任一","151","桃晶鯨","Whalaska Ignis","IceNarwhal_Fire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"84","雷冠龍","Dinossom Lux","FlowerDinosaur_Electric","任一","121","騰炎龍","Jormuntide Ignis","Umihebi_Fire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"102","雷胖達","Mossanda Lux","GrassPanda_Electric","任一","129","寒霜獸","Reptyro Cryst","VolcanicMonster_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"102","雷胖達","Mossanda Lux","GrassPanda_Electric","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"172","雷雲鷲","Dynamoff","ThunderFluffyBird","任一","99","金鎧蠍","Menasting Terra","DarkScorpion_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"172","雷雲鷲","Dynamoff","ThunderFluffyBird","任一","116","絹笠蛾","Sibelyx Primo","WhiteMoth_Neutral","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"80","雷鳴鳥","Helzephyr Lux","HadesBird_Electric","任一","108","海誓龍","Broncherry Aqua","SakuraSaurus_Water","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"163","電渦蝸","Snock","ElecSnail","任一","159","泰鋒","Knocklem","WingGolem","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"163","電渦蝸","Snock","ElecSnail","任一","157","織夜鹿","Celesdir Noct","WhiteDeer_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"48","夢沫姬","Gloopie Primo","OctopusGirl_Neutral","任一","130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"129","熔岩獸","Reptyro","VolcanicMonster","任一","169","曼波皇","Solmora Lux","KingSunfish_Thunder","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"41","碧月龍","Azurobe Cryst","BlueDragon_Ice","任一","85","鬼刃武士","Bushi Noct","Ronin_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"41","碧月龍","Azurobe Cryst","BlueDragon_Ice","任一","89","櫻麗娜","Petallia Ignis","FlowerDoll_Fire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"41","碧海龍","Azurobe","BlueDragon","任一","159","丹烽","Knocklem Ignis","WingGolem_Fire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"41","碧海龍","Azurobe","BlueDragon","任一","186","黑月女王","Lyleen Noct","LilyQueen_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"116","綢笠蛾","Sibelyx","WhiteMoth","任一","138","咒心岩傀","Dualith Noct","GrassGolem_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"181","綴夜星","Wistella","MoonChild","任一","114","白真雪雀","Frostplume","SnowPeafowl","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"181","綴夜星","Wistella","MoonChild","任一","97","冥燈魚","Ghangler","GhostAnglerfish","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"181","綴夜星","Wistella","MoonChild","任一","140","塞赫麥特","Sekhmet","Sekhmet","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"111","蒼焰狼","Kitsun","AmaterasuWolf","任一","105","川霜龍","Moldron Cryst","VolcanoDragon_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"111","蒼焰狼","Kitsun","AmaterasuWolf","任一","151","桃晶鯨","Whalaska Ignis","IceNarwhal_Fire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"98","凜光犬","Rayhound Cryst","ThunderDog_Ice","任一","188","伊西斯","Faleris Aqua","Horus_Water","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"98","凜光犬","Rayhound Cryst","ThunderDog_Ice","任一","131","寒峰獸","Pierdon Cryst","RockBeast_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"182","墨羅娜","Solenne","MonochromeQueen","任一","166","兜兜靈","Hoodle","HoodGhost","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"182","墨羅娜","Solenne","MonochromeQueen","任一","163","電渦蝸","Snock","ElecSnail","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"182","墨羅娜","Solenne","MonochromeQueen","任一","149","墨丸","Smokie","BlackPuppy","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"193","暮塵蛾","Silvance","Mothman","任一","93","火麒麟","Pyrin","FireKirin","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"193","暮塵蛾","Silvance","Mothman","任一","95","吹雪狐","Foxcicle","IceFox","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"193","暮塵蛾","Silvance","Mothman","任一","83","雲海鹿","Fenglope","FengyunDeeper","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"185","暴電熊","Grizzbolt","ElecPanda","任一","132","冰棘獸","Cryolinx","WhiteTiger","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"185","暴電熊","Grizzbolt","ElecPanda","任一","110","梁葉龍","Braloha","Plesiosaur","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"184","磐甲龍","Aegidron","DomeArmorDragon","任一","39","可可棉花糖","Woolipop Terra","SweetsSheep_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"184","磐甲龍","Aegidron","DomeArmorDragon","任一","82","秘斯媞雅","Lunaris","Mutant","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"184","磐甲龍","Aegidron","DomeArmorDragon","任一","81","密林陶洛斯","Elgrove","GrassMinotaur","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"152","踏春兔","Verdash","GrassRabbitMan","任一","97","冥燈魚","Ghangler","GhostAnglerfish","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"152","踏春兔","Verdash","GrassRabbitMan","任一","83","雷隱鹿","Fenglope Lux","FengyunDeeper_Electric","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"190","輝月伊","Selyne","MoonQueen","任一","96","迅雷鳥","Beakon","ThunderBird","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"190","輝月伊","Selyne","MoonQueen","任一","165","詹兔曼","Lapiron","BrownRabbit","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"190","輝月伊","Selyne","MoonQueen","任一","136","顎莉絲","Carnibora","VenusFlytrap","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"192","霄龍","Shaolong","BlueSkyDragon","任一","82","秘斯媞雅","Lunaris","Mutant","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"192","霄龍","Shaolong","BlueSkyDragon","任一","81","密林陶洛斯","Elgrove","GrassMinotaur","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"192","霄龍","Shaolong","BlueSkyDragon","任一","164","蒲蒲飛芽","Souffline","DandelionGirl","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"148","魅愛莉","Nitemary","GhostRabbit","任一","134","白絨雪怪","Wumpo","Yeti","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"148","魅愛莉","Nitemary","GhostRabbit","任一","89","櫻麗娜","Petallia Ignis","FlowerDoll_Fire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"79","熾巫貓","Katress Ignis","CatMage_Fire","任一","138","咒心岩傀","Dualith Noct","GrassGolem_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"183","燎火舞伶","Renjishi","KabukiMan","任一","166","兜兜靈","Hoodle","HoodGhost","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"183","燎火舞伶","Renjishi","KabukiMan","任一","167","電懶懶","Slowatt","ElecLizard","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"183","燎火舞伶","Renjishi","KabukiMan","任一","149","墨丸","Smokie","BlackPuppy","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"120","縛乃伊","Gildra","MummyPal","任一","97","冥燈魚","Ghangler","GhostAnglerfish","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"128","鞘刀魚","Skutlass","SwordCutlassfish","任一","99","金鎧蠍","Menasting Terra","DarkScorpion_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"128","鞘刀魚","Skutlass","SwordCutlassfish","任一","113","格魯力斯","Warsect Terra","HerculesBeetle_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"197","默世鹿","Hartalis","LegendDeer","任一","95","吹雪狐","Foxcicle","IceFox","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"197","默世鹿","Hartalis","LegendDeer","任一","103","桃旋鼬","Chillet Ignis","WeaselDragon_Fire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"197","默世鹿","Hartalis","LegendDeer","任一","83","雲海鹿","Fenglope","FengyunDeeper","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"168","嚇絲妮","Bakemi","OniGhostGirl","任一","138","雙心岩傀","Dualith","GrassGolem","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"104","燧火鳥","Ragnahawk","RedArmorBird","任一","169","曼波皇","Solmora Lux","KingSunfish_Thunder","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"66","薇莉塔","Vaelet","VioletFairy","任一","96","疾霜鳥","Beakon Cryst","ThunderBird_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"91","闇魔羊","Incineram Noct","Baphomet_Dark","任一","122","清雀","Suzaku Aqua","Suzaku_Water","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"191","霜牙王","Bastigor","SnowTigerBeastman","任一","125","春彩娘","Lullu","LeafPrincess","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"191","霜牙王","Bastigor","SnowTigerBeastman","任一","82","秘斯媞雅","Lunaris","Mutant","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"191","霜牙王","Bastigor","SnowTigerBeastman","任一","164","蒲蒲飛芽","Souffline","DandelionGirl","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"64","霜歌龍","Vanwyrm Cryst","BirdDragon_Ice","任一","113","格魯力斯","Warsect Terra","HerculesBeetle_Ground","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"64","霜歌龍","Vanwyrm Cryst","BirdDragon_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"56","霜鐮魔","Loupmoon Cryst","Werewolf_Ice","任一","94","派克龍","Relaxaurus Lux","LazyDragon_Electric","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"121","覆海龍","Jormuntide","Umihebi","任一","91","炎魔羊","Incineram","Baphomet","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"121","覆海龍","Jormuntide","Umihebi","任一","118","菇波","Shroomer Noct","MushroomDragon_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"113","鎧格力斯","Warsect","HerculesBeetle","任一","94","派克龍","Relaxaurus Lux","LazyDragon_Electric","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"138","雙心岩傀","Dualith","GrassGolem","任一","21","冰帝美露帕","Kingpaca Cryst","KingAlpaca_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"138","雙心岩傀","Dualith","GrassGolem","任一","107","碎岩龜","Digtoise","DrillGame","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"101","嚴冬鹿","Reindrix","IceDeer","任一","195","貝菈露潔","Bellanoir Libero","NightLady_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"101","嚴冬鹿","Reindrix","IceDeer","任一","200","喚夜獸","Frostallion Noct","IceHorse_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"98","霹靂犬","Rayhound","ThunderDog","任一","195","貝菈露潔","Bellanoir Libero","NightLady_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"98","霹靂犬","Rayhound","ThunderDog","任一","171","獄熙龍","Eidrolon Ignis","GhostDragon_Fire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"158","魔淵龍","Astegon","BlackMetalDragon","任一","65","夜幕魔蝠","Felbat","CatVampire","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"158","魔淵龍","Astegon","BlackMetalDragon","任一","85","浪刃武士","Bushi","Ronin","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"158","魔淵龍","Astegon","BlackMetalDragon","任一","107","碎岩龜","Digtoise","DrillGame","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"141","蠱刺妖","Prixter","ScorpionMan","任一","54","凌角馬","Univolt Cryst","Kirin_Ice","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"171","靈曦龍","Eidrolon","GhostDragon","任一","144","旺財","Mimog","MimicDog","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"171","靈曦龍","Eidrolon","GhostDragon","任一","167","電懶懶","Slowatt","ElecLizard","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"171","靈曦龍","Eidrolon","GhostDragon","任一","149","墨丸","Smokie","BlackPuppy","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"34","鬱木羊","Caprity Noct","BerryGoat_Dark","任一","137","歿殃","Blazamut Ryu","KingBahamut_Dragon","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"34","鬱木羊","Caprity Noct","BerryGoat_Dark","任一","200","喚夜獸","Frostallion Noct","IceHorse_Dark","任一","110","梁葉龍","Braloha","Plesiosaur","否"
"156","力士獒","Bulldosu","SumoDog","任一","97","炙燈魚","Ghangler Ignis","GhostAnglerfish_Fire","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"156","力士獒","Bulldosu","SumoDog","任一","154","金馳獸","Gildane","GoldenHorse","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"156","力士獒","Bulldosu","SumoDog","任一","105","流焰龍","Moldron","VolcanoDragon","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"156","力士獒","Bulldosu","SumoDog","任一","151","涼晶鯨","Whalaska","IceNarwhal","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"156","力士獒","Bulldosu","SumoDog","任一","122","清雀","Suzaku Aqua","Suzaku_Water","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"173","大紅呱","Tropicaw","RedFlowerBird","任一","160","艾基魯迦","Silvegis","WhiteShieldDragon","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"173","大紅呱","Tropicaw","RedFlowerBird","任一","54","凌角馬","Univolt Cryst","Kirin_Ice","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"173","大紅呱","Tropicaw","RedFlowerBird","任一","96","疾霜鳥","Beakon Cryst","ThunderBird_Ice","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"173","大紅呱","Tropicaw","RedFlowerBird","任一","157","淨世鹿","Celesdir","WhiteDeer","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"173","大紅呱","Tropicaw","RedFlowerBird","任一","121","覆海龍","Jormuntide","Umihebi","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"173","大紅呱","Tropicaw","RedFlowerBird","任一","138","雙心岩傀","Dualith","GrassGolem","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"68","女皇蜂","Elizabee","QueenBee","任一","195","貝菈露潔","Bellanoir Libero","NightLady_Dark","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"68","女皇蜂","Elizabee","QueenBee","任一","137","歿殃","Blazamut Ryu","KingBahamut_Dragon","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"68","女皇蜂","Elizabee","QueenBee","任一","200","喚夜獸","Frostallion Noct","IceHorse_Dark","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"68","女皇蜂","Elizabee","QueenBee","任一","171","獄熙龍","Eidrolon Ignis","GhostDragon_Fire","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"105","川霜龍","Moldron Cryst","VolcanoDragon_Ice","任一","163","金渦蝸","Snock Lux","ElecSnail_Ground","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"124","天羽龍","Quivern","SkyDragon","任一","97","炙燈魚","Ghangler Ignis","GhostAnglerfish_Fire","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"124","天羽龍","Quivern","SkyDragon","任一","116","絹笠蛾","Sibelyx Primo","WhiteMoth_Neutral","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","163","金渦蝸","Snock Lux","ElecSnail_Ground","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"63","水靈龍","Elphidran Aqua","FairyDragon_Water","任一","138","咒心岩傀","Dualith Noct","GrassGolem_Dark","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"63","水靈龍","Elphidran Aqua","FairyDragon_Water","任一","186","黑月女王","Lyleen Noct","LilyQueen_Dark","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"63","水靈龍","Elphidran Aqua","FairyDragon_Water","任一","157","織夜鹿","Celesdir Noct","WhiteDeer_Dark","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"149","冬丸","Smokie Cryst","BlackPuppy_Ice","任一","157","織夜鹿","Celesdir Noct","WhiteDeer_Dark","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","111","幽焰狼","Kitsun Noct","AmaterasuWolf_Dark","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","94","派克龍","Relaxaurus Lux","LazyDragon_Electric","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","85","鬼刃武士","Bushi Noct","Ronin_Dark","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","89","櫻麗娜","Petallia Ignis","FlowerDoll_Fire","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"114","白真雪雀","Frostplume","SnowPeafowl","任一","108","海誓龍","Broncherry Aqua","SakuraSaurus_Water","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"114","白真雪雀","Frostplume","SnowPeafowl","任一","169","曼波皇","Solmora Lux","KingSunfish_Thunder","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"114","白真雪雀","Frostplume","SnowPeafowl","任一","110","梁葉龍","Braloha","Plesiosaur","任一","178","梅杜娜","Venusa","SnakeGirl","否"
"114","白真雪雀","Frostplume","SnowPeafowl","任一","87","雪猛獁","Mammorest Cryst","GrassMammoth_Ice","任一","178","梅杜娜","Venusa","SnakeGirl","否"
